WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
13963,20170113,1053,12,OVC004, ,1.5, ,BR, ,40, ,4.4, ,40, ,4.4, ,40, ,4.4, ,100, ,8, ,50, , , ,30.23, , , , , ,30.52, ,AA, , , ,30.51, 
13963,20170113,1105,12,CLR, ,0.5, , , ,40, ,4.4, ,M, ,M, ,40, ,4.4, ,M, ,9, ,70, , , ,M, , , , , ,M, ,SP, , , ,30.51, 
13963,20170113,1153,12,CLR, ,0.5, , , ,40, ,4.4, ,M, ,M, ,40, ,4.4, ,M, ,8, ,70, , , ,M, , , , , ,30.51, ,AA, , , ,30.5, 
13963,20170113,1253,12,CLR, ,0.5, , , ,40, ,4.4, ,M, ,M, ,40, ,4.4, ,M, ,9, ,50, , , ,M, , , , , ,30.47, ,AA, , , ,30.46, 
13963,20170113,1353,12,CLR, ,0.5, , , ,41, ,5, ,M, ,M, ,41, ,5, ,M, ,9, ,40, , , ,M, , , , , ,30.47, ,AA, , , ,30.46, 
13963,20170113,1453,12,CLR, ,0.5, , , ,40, ,4.4, ,M, ,M, ,40, ,4.4, ,M, ,8, ,30, , , ,M, , , , , ,30.5, ,AA, , , ,30.49, 
13963,20170113,1553,12,CLR003, ,0.5, , , ,40, ,4.4, ,M, ,M, ,40, ,4.4, ,M, ,9, ,40, , , ,M, , , , , ,30.5, ,AA, , , ,30.49, 
13963,20170113,1653,12,CLR003, ,0.5, , , ,40, ,4.4, ,M, ,M, ,40, ,4.4, ,M, ,9, ,50, , , ,M, , , , , ,30.5, ,AA, , , ,30.5, 
13963,20170113,1654,12,M, ,1, , , ,M, ,M, ,M, ,M, ,M, ,M, ,M, ,9, ,50, , , ,M, , , , , ,M, ,SP, , , ,M, 
13963,20170113,1753,12,CLR002, ,0.5, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,8, ,70, , , ,M, , , , , ,30.49, ,AA, , , ,30.48, 
13963,20170113,1853,12,CLR002, ,0.5, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,8, ,70, , , ,M, , , , , ,30.5, ,AA, , , ,30.49, 
13963,20170113,1953,12,CLR002, ,0.5, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,8, ,20, , , ,M, , , , , ,30.53, ,AA, , , ,30.51, 
13963,20170113,2053,12,CLR003, ,0.5, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,8, ,20, , , ,M, , , , , ,30.52, ,AA, , , ,30.51, 
13963,20170113,2134,12,CLR003, ,1, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,8, ,40, , , ,M, , , , , ,M, ,SP, , , ,30.5, 
13963,20170113,2153,12,CLR003, ,1, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,9, ,60, , , ,M, , , , , ,30.51, ,AA, , , ,30.5, 
13963,20170113,2236,12,CLR002, ,0.5, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,7, ,60, , , ,M, , , , , ,M, ,SP, , , ,30.49, 
13963,20170113,2253,12,CLR002, ,0.5, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,7, ,50, , , ,M, , , , , ,30.5, ,AA, , , ,30.49, 
13963,20170113,2353,12,CLR002, ,0.5, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,6, ,40, , , ,M, , , , , ,30.5, ,AA, , , ,30.49, 
13963,20170114,53,12,CLR002, ,0.25, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,5, ,50, , , ,M, , , , , ,30.48, ,AA, , , ,30.47, 
13963,20170114,153,12,CLR002, ,0.5, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,6, ,20, , , ,M, , , , , ,30.49, ,AA, , , ,30.48, 
13963,20170114,253,12,CLR, ,0.75, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,5, ,60, , , ,M, , , , , ,30.48, ,AA, , , ,30.47, 
13963,20170114,351,12,M, ,0.25, , , ,M, ,M, ,M, ,M, ,M, ,M, ,M, ,3, ,50, , , ,M, , , , , ,M, ,SP, , , ,M, 
13963,20170114,353,12,CLR002, ,0.25, , , ,39, ,3.9, ,M, ,M, ,39, ,3.9, ,M, ,5, ,60, , , ,M, , , , , ,30.47, ,AA, , , ,30.46, 
13963,20170114,453,12,CLR002, ,0.25, , , ,40, ,4.4, ,M, ,M, ,40, ,4.4, ,M, ,3, ,60, , , ,M, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20170114,553,12,CLR002, ,0.25, , , ,40, ,4.4, ,M, ,M, ,40, ,4.4, ,M, ,3, ,10, , , ,M, , , , , ,30.46, ,AA, , , ,30.45, 
13963,20170114,619,12,CLR001, ,0.12, , , ,40, ,4.4, ,M, ,M, ,40, ,4.4, ,M, ,0, ,0, , , ,M, , , , , ,M, ,SP, , , ,30.45, 
13963,20170114,653,12,CLR001, ,0.12, , , ,40, ,4.4, ,M, ,M, ,40, ,4.4, ,M, ,3, ,360, , , ,M, , , , , ,30.47, ,AA, ,  T, ,30.46, 
13963,20170114,753,12,CLR001, ,0.12, , , ,41, ,5, ,M, ,M, ,41, ,5, ,M, ,0, ,0, , , ,M, , , , , ,30.47, ,AA, ,  T, ,30.46, 
13963,20170114,853,12,CLR001, ,0.12, , , ,42, ,5.6, ,M, ,M, ,42, ,5.6, ,M, ,3, ,350, , , ,M, , , , , ,30.49, ,AA, , , ,30.48, 
13963,20170114,936,12,CLR002, ,0.25, , , ,42, ,5.6, ,M, ,M, ,42, ,5.6, ,M, ,3, ,350, , , ,M, , , , , ,M, ,SP, , , ,30.49, 
13963,20170114,953,12,CLR001, ,0.12, , , ,42, ,5.6, ,M, ,M, ,42, ,5.6, ,M, ,3, ,360, , , ,M, , , , , ,30.5, ,AA, , , ,30.49, 
13963,20170114,1021,12,CLR003, ,0.25, , , ,42, ,5.6, ,M, ,M, ,42, ,5.6, ,M, ,3, ,VR , , , ,M, , , , , ,M, ,SP, , , ,30.5, 
13963,20170114,1053,12,CLR, ,1, , , ,42, ,5.6, ,M, ,M, ,42, ,5.6, ,M, ,5, ,10, , , ,M, , , , , ,30.5, ,AA, ,0.03, ,30.49, 
13963,20170114,1104,12,OVC004, ,3, ,BR, ,43, ,6.1, ,43, ,6.1, ,43, ,6.1, ,100, ,5, ,20, , , ,30.21, , , , , ,M, ,SP, , , ,30.49, 
13963,20170114,1153,12,OVC004, ,5, ,#NAME?, ,43, ,6.1, ,43, ,6.1, ,43, ,6.1, ,100, ,3, ,10, , , ,30.18, , , , , ,30.47, ,AA, ,  T, ,30.46, 
13963,20170114,1224,12,OVC004, ,2.5, ,BR, ,44, ,6.7, ,44, ,6.6, ,44, ,6.7, ,100, ,3, ,20, , , ,30.17, , , , , ,M, ,SP, , , ,30.45, 
13963,20170114,1253,12,OVC004, ,3, ,BR, ,45, ,7.2, ,45, ,7.2, ,45, ,7.2, ,100, ,5, ,20, , , ,30.15, , , , , ,30.44, ,AA, ,  T, ,30.43, 
13963,20170114,1353,12,OVC004, ,3, ,BR, ,46, ,7.8, ,46, ,7.7, ,46, ,7.8, ,100, ,5, ,50, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20170114,1453,12,OVC004, ,2, ,BR, ,46, ,7.8, ,46, ,7.7, ,46, ,7.8, ,100, ,5, ,50, , , ,30.14, , , , , ,30.42, ,AA, , , ,30.42, 
13963,20170114,1534,12,CLR, ,1, , , ,46, ,7.8, ,M, ,M, ,46, ,7.8, ,M, ,6, ,40, , , ,M, , , , , ,M, ,SP, , , ,30.41, 
13963,20170114,1553,12,CLR, ,1, , , ,46, ,7.8, ,M, ,M, ,46, ,7.8, ,M, ,5, ,40, , , ,M, , , , , ,30.42, ,AA, , , ,30.41, 
13963,20170114,1653,12,CLR, ,1, , , ,46, ,7.8, ,M, ,M, ,46, ,7.8, ,M, ,6, ,60, , , ,M, , , , , ,30.42, ,AA, ,  T, ,30.41, 
13963,20170114,1753,12,CLR, ,1, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,3, ,70, , , ,M, , , , , ,30.42, ,AA, , , ,30.41, 
13963,20170114,1853,12,CLR, ,1, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,6, ,60, , , ,M, , , , , ,30.42, ,AA, , , ,30.41, 
13963,20170114,1937,12,CLR, ,1, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,6, ,70, , , ,M, , , , , ,M, ,SP, , , ,30.41, 
13963,20170114,1950,12,CLR, ,1, , , ,45, ,7, ,M, ,M, ,45, ,7, ,M, ,8, ,70, , , ,M, , , , , ,M, ,SP, , , ,30.41, 
13963,20170114,1953,12,CLR, ,1, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,7, ,70, , , ,M, , , , , ,30.42, ,AA, , , ,30.42, 
13963,20170114,2053,12,CLR, ,1, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,7, ,70, , , ,M, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20170114,2153,12,CLR, ,1, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,6, ,60, , , ,M, , , , , ,30.42, ,AA, , , ,30.42, 
13963,20170114,2253,12,CLR003, ,1, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,7, ,50, , , ,M, , , , , ,30.42, ,AA, , , ,30.41, 
13963,20170114,2353,12,CLR003, ,1, , , ,43, ,6.1, ,M, ,M, ,43, ,6.1, ,M, ,10, ,40, , , ,M, , , , , ,30.4, ,AA, , , ,30.39, 
13963,20170115,53,12,CLR, ,0.75, , , ,42, ,5.6, ,M, ,M, ,42, ,5.6, ,M, ,8, ,50, , , ,M, , , , , ,30.38, ,AA, , , ,30.37, 
13963,20170115,153,12,CLR, ,0.75, , , ,42, ,5.6, ,M, ,M, ,42, ,5.6, ,M, ,7, ,60, , , ,M, , , , , ,30.38, ,AA, , , ,30.37, 
13963,20170115,253,12,CLR, ,0.75, , , ,42, ,5.6, ,M, ,M, ,42, ,5.6, ,M, ,8, ,70, , , ,M, , , , , ,30.37, ,AA, , , ,30.36, 
13963,20170115,353,12,CLR, ,0.75, , , ,42, ,5.6, ,M, ,M, ,42, ,5.6, ,M, ,7, ,60, , , ,M, , , , , ,30.36, ,AA, , , ,30.35, 
13963,20170115,451,12,M, ,0.25, , , ,M, ,M, ,M, ,M, ,M, ,M, ,M, ,7, ,60, , , ,M, , , , , ,M, ,SP, , , ,M, 
13963,20170115,453,12,CLR002, ,0.25, , , ,42, ,5.6, ,M, ,M, ,42, ,5.6, ,M, ,7, ,60, , , ,M, , , , , ,30.35, ,AA, , , ,30.34, 
13963,20170115,553,12,CLR002, ,0.25, , , ,41, ,5, ,M, ,M, ,41, ,5, ,M, ,8, ,50, , , ,M, , , , , ,30.34, ,AA, , , ,30.33, 
13963,20170115,554,12,M, ,0.5, , , ,M, ,M, ,M, ,M, ,M, ,M, ,M, ,8, ,50, , , ,M, , , , , ,M, ,SP, , , ,M, 
13963,20170115,605,12,CLR001, ,0.12, , , ,41, ,5, ,M, ,M, ,41, ,5, ,M, ,8, ,60, , , ,M, , , , , ,M, ,SP, , , ,30.33, 
13963,20170115,651,12,M, ,0.12, , , ,M, ,M, ,M, ,M, ,M, ,M, ,M, ,8, ,50, , , ,M, , , , , ,M, ,SP, , , ,M, 
13963,20170115,653,12,CLR002, ,0.12, , , ,41, ,5, ,M, ,M, ,41, ,5, ,M, ,7, ,40, , , ,M, , , , , ,30.34, ,AA, ,  T, ,30.33, 
13963,20170115,753,12,CLR003, ,0.12, , , ,41, ,5, ,M, ,M, ,41, ,5, ,M, ,6, ,50, , , ,M, , , , , ,30.35, ,AA, ,  T, ,30.34, 
13963,20170115,853,12,CLR003, ,0.12, , , ,42, ,5.6, ,M, ,M, ,42, ,5.6, ,M, ,7, ,60, , , ,M, , , , , ,30.35, ,AA, , , ,30.34, 
13963,20170115,953,12,CLR003, ,0.12, , , ,43, ,6.1, ,M, ,M, ,43, ,6.1, ,M, ,6, ,70, , , ,M, , , , , ,30.35, ,AA, , , ,30.34, 
13963,20170115,1053,12,CLR003, ,0.12, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,7, ,40, , , ,M, , , , , ,30.34, ,AA, , , ,30.33, 
13963,20170115,1153,12,CLR003, ,0.12, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,7, ,70, , , ,M, , , , , ,30.29, ,AA, , , ,30.29, 
13963,20170115,1253,12,CLR003, ,0.25, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,5, ,70, , , ,M, , , , , ,30.25, ,AA, , , ,30.24, 
13963,20170115,1353,12,CLR003, ,0.25, , , ,46, ,7.8, ,M, ,M, ,46, ,7.8, ,M, ,7, ,80, , , ,M, , , , , ,30.22, ,AA, , , ,30.21, 
13963,20170115,1446,12,VV003, ,0.25, ,FG, ,46, ,7.8, ,46, ,7.7, ,46, ,7.8, ,100, ,9, ,100, , , ,29.92, , , , , ,M, ,SP, , , ,30.2, 
13963,20170115,1453,12,VV003, ,0.25, ,FG, ,45, ,7.2, ,45, ,7.2, ,45, ,7.2, ,100, ,8, ,90, , , ,29.92, , , , , ,30.21, ,AA, , , ,30.2, 
13963,20170115,1547,12,CLR003, ,0.25, , , ,45, ,7, ,M, ,M, ,45, ,7, ,M, ,8, ,90, , , ,M, , , , , ,M, ,SP, , , ,30.19, 
13963,20170115,1553,12,CLR003, ,0.25, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,9, ,80, , , ,M, , , , , ,30.2, ,AA, , , ,30.19, 
13963,20170115,1555,12,CLR003, ,0.5, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,8, ,80, , , ,M, , , , , ,M, ,SP, , , ,30.19, 
13963,20170115,1618,12,CLR001, ,0.12, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,9, ,80, , , ,M, , , , , ,M, ,SP, , , ,30.19, 
13963,20170115,1653,12,CLR001, ,0.12, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,10, ,70, , , ,M, , , , , ,30.19, ,AA, , , ,30.18, 
13963,20170115,1753,12,CLR001, ,0.12, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,10, ,70, , , ,M, , , , , ,30.2, ,AA, , , ,30.19, 
13963,20170115,1840,12,CLR, ,1, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,10, ,70, , , ,M, , , , , ,M, ,SP, , , ,30.17, 
13963,20170115,1853,12,CLR, ,1, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,9, ,80, , , ,M, , , , , ,30.18, ,AA, , , ,30.17, 
13963,20170115,1900,12,CLR, ,0.5, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,8, ,80, , , ,M, , , , , ,M, ,SP, , , ,30.18, 
13963,20170115,1904,12,CLR001, ,0.25, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,8, ,70, , , ,M, , , , , ,M, ,SP, , , ,30.18, 
13963,20170115,1953,12,CLR001, ,0.25, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,13, ,70, , , ,M, , , , , ,30.16, ,AA, ,  T, ,30.16, 
13963,20170115,2045,12,CLR002, ,0.25, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,8, ,70, , , ,M, , , , , ,M, ,SP, , , ,30.15, 
13963,20170115,2053,12,CLR002, ,0.25, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,8, ,60, , , ,M, , , , , ,30.16, ,AA, ,  T, ,30.15, 
13963,20170115,2153,12,CLR002, ,0.25, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,8, ,50, , , ,M, , , , , ,30.16, ,AA, , , ,30.15, 
13963,20170115,2213,12,CLR002, ,0.75, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,6, ,40, , , ,M, , , , , ,M, ,SP, , , ,30.16, 
13963,20170115,2253,12,CLR002, ,0.75, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,7, ,60, , , ,M, , , , , ,30.16, ,AA, , , ,30.16, 
13963,20170115,2334,12,CLR002, ,0.5, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,7, ,60, , , ,M, , , , , ,M, ,SP, , , ,30.14, 
13963,20170115,2353,12,CLR002, ,0.5, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,7, ,60, , , ,M, , , , , ,30.14, ,AA, , , ,30.13, 
13963,20170116,0,12,CLR002, ,0.25, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,8, ,60, , , ,M, , , , , ,M, ,SP, , , ,30.13, 
13963,20170116,53,12,CLR002, ,0.25, , , ,44, ,6.7, ,M, ,M, ,44, ,6.7, ,M, ,7, ,80, , , ,M, , , , , ,30.12, ,AA, , , ,30.11, 
13963,20170116,153,12,CLR001, ,0.12, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,5, ,80, , , ,M, , , , , ,30.11, ,AA, , , ,30.1, 
13963,20170116,253,12,CLR001, ,0.12, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,3, ,90, , , ,M, , , , , ,30.12, ,AA, , , ,30.11, 
13963,20170116,300,12,CLR002, ,0.25, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,7, ,80, , , ,M, , , , , ,M, ,SP, , , ,30.1, 
13963,20170116,329,12,CLR002, ,0.5, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,6, ,80, , , ,M, , , , , ,M, ,SP, , , ,30.09, 
13963,20170116,343,12,CLR002, ,0.25, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,7, ,60, , , ,M, , , , , ,M, ,SP, , , ,30.08, 
13963,20170116,353,12,CLR002, ,0.12, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,5, ,80, , , ,M, , , , , ,30.09, ,AA, , , ,30.08, 
13963,20170116,453,12,CLR002, ,0.12, , , ,45, ,7, ,M, ,M, ,M, ,M, ,M, ,5, ,60, , , ,M, , , , , ,30.09, ,AA, , , ,30.08, 
13963,20170116,500,12,CLR002, ,0.5, , , ,45, ,7, ,M, ,M, ,M, ,M, ,M, ,5, ,60, , , ,M, , , , , ,M, ,SP, , , ,30.08, 
13963,20170116,506,12,CLR002, ,0.25, , , ,45, ,7, ,M, ,M, ,45, ,7, ,M, ,6, ,70, , , ,M, , , , , ,M, ,SP, , , ,30.08, 
13963,20170116,513,12,CLR002, ,0.25, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,6, ,70, , , ,M, , , , , ,M, ,SP, , , ,30.08, 
13963,20170116,521,12,CLR002, ,0.12, , , ,45, ,7.2, ,M, ,M, ,45, ,7.2, ,M, ,8, ,70, , , ,M, , , , , ,M, ,SP, , , ,30.07, 
13963,20170116,542,12,CLR002, ,0.25, , , ,46, ,7.8, ,M, ,M, ,46, ,7.8, ,M, ,5, ,70, , , ,M, , , , , ,M, ,SP, , , ,30.07, 
13963,20170116,551,12,M, ,0.5, , , ,M, ,M, ,M, ,M, ,M, ,M, ,M, ,5, ,90, , , ,M, , , , , ,M, ,SP, , , ,M, 
13963,20170116,553,12,CLR, ,0.5, , , ,46, ,7.8, ,M, ,M, ,46, ,7.8, ,M, ,5, ,80, , , ,M, , , , , ,30.08, ,AA, ,  T, ,30.07, 
13963,20170116,620,12,CLR, ,1, , , ,46, ,7.8, ,M, ,M, ,46, ,7.8, ,M, ,6, ,100, , , ,M, , , , , ,M, ,SP, , , ,30.08, 
13963,20170116,653,12,OVC003, ,1.25, ,#NAME?, ,46, ,7.8, ,46, ,7.7, ,46, ,7.8, ,100, ,5, ,110, , , ,29.8, , , , , ,30.09, ,AA, ,  T, ,30.08, 
13963,20170116,753,12,CLR, ,0.5, , , ,48, ,8.9, ,M, ,M, ,48, ,8.9, ,M, ,9, ,130, , , ,M, , , , , ,30.07, ,AA, ,  T, ,30.06, 
13963,20170116,810,12,CLR002, ,0.25, , , ,48, ,8.9, ,M, ,M, ,48, ,8.9, ,M, ,9, ,140, , , ,M, , , , , ,M, ,SP, , , ,30.05, 
13963,20170116,851,12,M, ,0.12, , , ,M, ,M, ,M, ,M, ,M, ,M, ,M, ,8, ,140, , , ,M, , , , , ,M, ,SP, , , ,M, 
13963,20170116,853,12,CLR001, ,0.12, , , ,50, ,10, ,M, ,M, ,50, ,10, ,M, ,8, ,140, , , ,M, , , , , ,30.05, ,AA, ,0.01,s,30.05, 
13963,20170116,904,12,CLR002, ,0.25, , , ,51, ,10.6, ,M, ,M, ,51, ,10.6, ,M, ,8, ,130, , , ,M, , , , , ,M, ,SP, , , ,30.04, 
13963,20170116,932,12,CLR, ,0.75, , , ,54, ,12.2, ,M, ,M, ,54, ,12.2, ,M, ,10, ,150, , , ,M, , , , , ,M, ,SP, , , ,30.05, 
13963,20170116,951,12,M, ,1, , , ,M, ,M, ,M, ,M, ,M, ,M, ,M, ,7, ,150, , , ,M, , , , , ,M, ,SP, , , ,M, 
13963,20170116,953,12,CLR, ,1, , , ,55, ,12.8, ,M, ,M, ,55, ,12.8, ,M, ,10, ,150, , , ,M, , , , , ,30.06, ,AA, ,  T, ,30.05, 
13963,20170116,1027,12,OVC003, ,2.5, ,BR, ,57, ,13.9, ,57, ,13.8, ,57, ,13.9, ,100, ,7, ,150, , , ,29.76, , , , , ,M, ,SP, , , ,30.04, 
13963,20170116,1053,12,OVC004, ,2.5, ,BR, ,58, ,14.4, ,58, ,14.4, ,58, ,14.4, ,100, ,6, ,140, , , ,29.76, , , , , ,30.05, ,AA, , , ,30.04, 
13963,20170116,1109,12,BKN005 BKN050 OVC080, ,4, ,BR, ,60, ,15.6, ,60, ,15.5, ,60, ,15.6, ,100, ,9, ,150, , , ,29.75, , , , , ,M, ,SP, , , ,30.03, 
13963,20170116,1151,12,FEW007 BKN010 OVC020, ,7, , , ,63, ,17, ,63, ,17.2, ,63, ,17, ,100, ,9, ,150, , , ,29.73, , , , , ,M, ,SP, , , ,30.01, 
13963,20170116,1153,12,FEW007 BKN010 OVC020, ,7, , , ,63, ,17.2, ,63, ,17.2, ,63, ,17.2, ,100, ,9, ,150, , , ,29.72, , , , , ,30.01, ,AA, , , ,30, 
13963,20170116,1253,12,OVC011, ,10, , , ,64, ,17.8, ,63, ,17.4, ,63, ,17.2, ,97, ,10, ,170, , , ,29.69, , , , , ,29.98, ,AA, , , ,29.97, 
13963,20170116,1353,12,OVC012, ,10, , , ,64, ,17.8, ,63, ,17.4, ,63, ,17.2, ,97, ,13, ,170, , , ,29.67, , , , , ,29.95, ,AA, , , ,29.95, 
13963,20170116,1453,12,BKN014 OVC025, ,7, , , ,65, ,18.3, ,64, ,17.9, ,64, ,17.8, ,97, ,13, ,160, ,22, ,29.65, , , , , ,29.93, ,AA, ,  T, ,29.93, 
13963,20170116,1511,12,SCT014 BKN025 OVC050, ,10, ,#NAME?, ,65, ,18.3, ,64, ,17.9, ,64, ,17.8, ,97, ,11, ,160, , , ,29.65, , , , , ,M, ,SP, , , ,29.93, 
13963,20170116,1553,12,BKN019 OVC055, ,10, , , ,66, ,18.9, ,65, ,18.2, ,64, ,17.8, ,93, ,11, ,150, , , ,29.63, , , , , ,29.91, ,AA, ,  T, ,29.91, 
13963,20170116,1653,12,BKN025 OVC055, ,4, ,#NAME?, ,66, ,18.9, ,65, ,18.5, ,65, ,18.3, ,97, ,10, ,180, ,21, ,29.62, , , , , ,29.91, ,AA, ,0.01, ,29.9, 
13963,20170116,1709,12,CLR, ,1, , , ,65, ,18.3, ,M, ,M, ,65, ,18.3, ,M, ,9, ,180, , , ,M, , , , , ,M, ,SP, , , ,29.93, 
13963,20170116,1715,12,SCT013 BKN025 OVC049, ,2.5, ,RA BR, ,65, ,18.3, ,65, ,18.3, ,65, ,18.3, ,100, ,9, ,240, ,21, ,29.65, , , , , ,M, ,SP, , , ,29.93, 
13963,20170116,1733,12,SCT013 BKN019 OVC031, ,2, ,TSRA BR, ,65, ,18.3, ,65, ,18.3, ,65, ,18.3, ,100, ,8, ,230, , , ,29.67, , , , , ,M, ,SP, , , ,29.95, 
13963,20170116,1739,12,SCT013 BKN019CB OVC031, ,3, ,TSRA BR, ,65, ,18.3, ,65, ,18.3, ,65, ,18.3, ,100, ,9, ,230, , , ,29.67, , , , , ,M, ,SP, , , ,29.95, 
13963,20170116,1746,12,SCT013 BKN019 OVC031, ,3, ,RA BR, ,65, ,18.3, ,65, ,18.3, ,65, ,18.3, ,100, ,7, ,250, , , ,29.66, , , , , ,M, ,SP, , , ,29.94, 
13963,20170116,1753,12,SCT013 BKN026 OVC036, ,5, ,RA BR, ,65, ,18.3, ,65, ,18.3, ,65, ,18.3, ,100, ,10, ,260, , , ,29.67, , , , , ,29.95, ,AA, ,0.41,s,29.95, 
13963,20170116,1853,12,BKN039 OVC047, ,3, ,RA BR, ,64, ,17.8, ,64, ,17.7, ,64, ,17.8, ,100, ,7, ,220, , , ,29.68, , , , , ,29.97, ,AA, ,0.05, ,29.96, 
13963,20170116,1953,12,SCT035 BKN043 OVC050, ,10, , , ,64, ,17.8, ,64, ,17.7, ,64, ,17.8, ,100, ,9, ,220, , , ,29.7, , , , , ,29.98, ,AA, ,0.02, ,29.98, 
13963,20170116,2053,12,BKN033 OVC046, ,10, , , ,62, ,16.7, ,61, ,16.3, ,61, ,16.1, ,97, ,7, ,240, , , ,29.7, , , , , ,29.99, ,AA, , , ,29.98, 
13963,20170116,2153,12,SCT035 BKN048 OVC060, ,10, ,#NAME?, ,59, ,15, ,58, ,14.6, ,58, ,14.4, ,97, ,11, ,210, , , ,29.72, , , , , ,30.01, ,AA, ,0.01, ,30, 
13963,20170116,2253,12,FEW060 OVC080, ,10, , , ,58, ,14.4, ,58, ,14.4, ,58, ,14.4, ,100, ,6, ,200, , , ,29.72, , , , , ,30.01, ,AA, ,  T, ,30, 
13963,20170116,2353,12,SCT080 BKN100, ,10, , , ,57, ,13.9, ,57, ,13.8, ,57, ,13.9, ,100, ,5, ,230, , , ,29.73, , , , , ,30.02, ,AA, , , ,30.01, 
13963,20170117,34,12,SCT013 BKN018 OVC100, ,10, , , ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, ,93, ,13, ,320, , , ,29.75, , , , , ,M, ,SP, , , ,30.03, 
13963,20170117,53,12,SCT013 BKN018 OVC100, ,10, , , ,54, ,12.2, ,52, ,11.3, ,51, ,10.6, ,90, ,10, ,320, , , ,29.74, , , , , ,30.03, ,AA, , , ,30.02, 
